market,product,x,z_cost,omega,xi,mc,price,share,outside_share,z_invalid
10,2,-0.5117945584156196,0.553917749378739,-0.04679585721433829,0.04254813345016085,1.5233390345606275,2.15879202664983,0.016449670108304375,0.8755029719114314,0.06708975725274154
10,3,-0.517373596891496,0.16841660682219517,0.1128879356810496,-0.12223593575640929,1.5075946498390138,2.1416304372839767,0.014251226230266036,0.8755029719114314,-0.10191902405061513
10,4,0.22336027128393132,0.6227929293299934,-0.00135749921049301,-0.03498842795853119,1.85707541393738,2.4948056182886913,0.019961739720734367,0.8755029719114314,-0.035389747676030356
11,0,0.14694950799286788,0.18682486537272391,0.08929506895069278,-0.26872764089242435,1.7247985861659223,2.361091115800529,0.017747386789362222,0.8635633415530687,-0.25936317412320137
11,1,0.5767401453000573,-0.12202882360547918,-0.10158248585966256,-0.12955495770124578,1.5453635943728918,2.198090000067464,0.042477836736309726,0.8635633415530687,-0.13204708298534718
11,2,0.25428620472467167,0.030730117321806527,0.11101435348189898,-0.23392540640248163,1.713843077930347,2.3522326722224145,0.02097401713904134,0.8635633415530687,-0.24356690011108567
11,3,-0.6049757159572275,-0.6559981830615981,0.04837047583826498,0.006394982482099776,1.0414297928755163,1.6858288738451186,0.03010414127284786,0.8635633415530687,0.0064168591099958
11,4,0.03646310619905346,0.37045920116871733,-0.043476424607980624,0.06638498786883426,1.635992303087611,2.2771055803591036,0.025133276509370223,0.8635633415530687,0.08817636956001336
12,0,-0.5968566098654453,-0.18970850596591415,0.026873008816582722,0.26520890100361233,1.2326043676790155,1.8751276322857422,0.027272576063766957,0.8103119030320597,0.259239546146419
12,1,0.71260066332888,-0.4437980684486934,0.04966195019444525,0.18835811758192683,1.5993630515576411,2.2624119611638096,0.05738477064801826,0.8103119030320597,0.2017645090797059
12,2,0.46579681934100137,-0.27674946100964115,0.022607661843213084,-0.0477765637686291,1.5610992911582253,2.2104732537550262,0.037534554818507745,0.8103119030320597,-0.05205105436546699
12,3,0.5957387107933851,0.5997211303077359,-0.0897454974398062,-0.1476081804369932,1.8886375599763598,2.528712196576448,0.023551373133859726,0.8103119030320597,-0.16025684162010345
12,4,0.7297238680237308,0.35037071030295763,-0.08852995930235169,0.24804839157445974,1.824540214142285,2.4782681731352487,0.04394482230378764,0.8103119030320597,0.2433634515204351
13,0,-0.005268011408778861,0.053874130683879806,0.048696264465219324,0.06030270930745721,1.5710958192798927,2.2125212601655657,0.025607716561714504,0.8358254954234596,0.08650488420906055
13,1,-0.3119867429253706,-0.08101541270209833,0.0018735426041310843,0.0007488825665889748,1.356221246864307,1.9967970748340589,0.02431535392010974,0.8358254954234596,-0.011780498980277604
13,2,-0.05745827538501902,0.22758292506769384,-0.07088465824861034,-0.2561297128490843,1.5114172616470953,2.1488535591039604,0.019509867113750967,0.8358254954234596,-0.2773457229634216
13,3,-0.10433916690041145,-0.4756007122404648,-0.05732172313686179,0.22944250097517876,1.1921392479397852,1.8490964810826576,0.048644312796419883,0.8358254954234596,0.20692799298382186
13,4,-0.3548534329074233,-0.5955026311906042,-0.055699229191355004,0.22439862426718576,1.052125885255275,1.7073289473512034,0.04609725418454532,0.8358254954234596,0.24667264284569407
14,0,-0.6351201167905457,0.3258841816154361,-0.0713072596308465,-0.03284041608143147,1.3530485812194089,1.9888239063069018,0.016948322248917413,0.8487457242898815,-0.03770020044738642
14,1,-0.537378294950108,-0.08563389429672041,-0.05775616892189866,0.09042610042811285,1.2156261754120392,1.857532786048034,0.026338115787970965,0.8487457242898815,0.07187713509228515
14,2,-0.26194007570977007,-0.3136210313084732,-0.08661513767718942,-0.02377068050566883,1.1805763717355782,1.82716886391898,0.033394282247987135,0.8487457242898815,-0.02042107624037281
14,3,0.7964716036049524,0.07957052311467439,-0.08466590532048256,0.07984565851723954,1.7299058913428542,2.3867424757341364,0.048469566324151524,0.8487457242898815,0.06724043431617927
14,4,0.412697958193031,0.39303200910735336,0.09161098027411649,0.15183588999833372,1.9129196697399864,2.5546719646519693,0.02610398910109149,0.8487457242898815,0.13371418924861608
15,0,0.3000052758011682,0.41591722544509735,-0.08015548390602925,-0.021033510477819407,1.7120091140746734,2.354085538101236,0.026595625361033787,0.8441340510223361,-0.03629572190284723
15,1,0.05861037609802611,-0.03418087856943197,-0.05632488377704774,-0.06171198494698731,1.448807352501017,2.092961420490264,0.02973522786099483,0.8441340510223361,-0.07444940442384934
15,2,0.4987665878134988,0.3928532939106242,-0.1183820899208343,-0.12398591930295925,1.7329701980736711,2.3765074320030766,0.02880522361731568,0.8441340510223361,-0.13791697060703512
15,3,-0.7479739790086222,-0.2862112004959491,0.06719799113471064,0.25246353411258116,1.176612058258516,1.8183064031931657,0.026016038736246024,0.8441340510223361,0.23428781099491144
15,4,0.6184555925976818,0.06752869235203929,-0.09558798859809295,0.07049221462766787,1.6512593803695133,2.3055135942935157,0.04471383340207361,0.8441340510223361,0.061778358299467054
16,0,-0.3153368444381906,-0.48710597600142763,-0.06071092699667743,-0.19682338017169404,1.1097234882493134,1.7541276293704635,0.03011175733196003,0.8585233002045954,-0.16977494450008732
16,1,-0.3489150649726265,-0.5365704813745276,0.027459817383714724,-0.29035997240635536,1.1638828280247582,1.8045023875947537,0.02438195858471726,0.8585233002045954,-0.3133874011751835
16,2,0.17518363045209606,-0.21640391372965867,-0.10084178781894318,-0.15662080632957806,1.3630907216609442,2.011187191403239,0.035637394771612686,0.8585233002045954,-0.17904894084647435
16,3,0.41477943993660804,0.212744671312178,-0.02480172913907247,-0.0634564316576168,1.7161061769292205,2.3598675387582904,0.029143348671571055,0.8585233002045954,-0.08098524610725491
16,4,-0.5256311468425972,-0.5565974371197676,0.10186741347077266,-0.18623571735704988,1.1674276653719684,1.8066191483616572,0.022202240435543648,0.8585233002045954,-0.16344822255403404
17,0,0.4486767501478466,-0.49632559792080067,-0.08425124203786499,-0.008248326431963647,1.349439101449521,2.0090545630076138,0.05247824463715101,0.8039924655534866,-0.019353792033323623
17,1,0.1321281369267201,-0.6054167767350239,0.046137459076614595,-0.019148363412343362,1.319944757470206,1.970302036237987,0.03898976700287738,0.8039924655534866,-0.04490516844948689
17,2,0.7197996701954501,0.508400781177706,-0.06454165764826228,0.24889179287614394,1.916168578450113,2.5655457366805465,0.03753929118304998,0.8039924655534866,0.2784441972907434
17,3,-0.5967027566693208,0.41580745750358905,0.05202349841845569,0.16860634974337824,1.5302908894608087,2.1650992221221337,0.015450856828241795,0.8039924655534866,0.15697514463858625
17,4,0.07393128239516522,-0.5458811844846154,-0.10406105241175885,0.10784629734582712,1.1761683634084719,1.8351378272801822,0.05154937479519336,0.8039924655534866,0.08589307559939191
18,0,-0.4251511414598351,-0.41786084836204085,0.0219822411017572,0.24635757598976896,1.1851419598278965,1.8328486491776317,0.0350570554899341,0.8212630083602858,0.2592287728030785
18,1,0.723512269158519,0.06184214186675452,-0.052542226202875936,0.07142418076676173,1.7285160318426454,2.38177778035328,0.04326251854646063,0.8212630083602858,0.08507858940080128
18,2,0.5208987887060892,-0.6050743030263359,0.07528508070442025,0.19427996800628985,1.4853162203897003,2.1480234767340067,0.056898813138565846,0.8212630083602858,0.18442749453114274
18,3,0.47272842639157786,0.6761018218540655,-0.032966714811073355,0.040563905821460335,1.9367340542603084,2.5766487972038092,0.02330739072348231,0.8212630083602858,0.02893596616288624
18,4,0.3560318458520795,0.12527554864436596,0.06754739096073428,-0.2779606661440906,1.7485325338989266,2.386425117244904,0.02021121374127127,0.8212630083602858,-0.30357259459587693
19,0,0.4655660012028784,0.5971065730078648,-0.06170807103759543,-0.017069495173422745,1.869937987236951,2.5113102363664437,0.025526906023317718,0.8650404822304949,-0.006313612552167974
19,1,-0.270640567069691,0.09261089138214185,0.1057220419287814,0.30027566663344796,1.5526727445763535,2.194294623398907,0.025906034957935465,0.8650404822304949,0.3074669019125401
19,2,0.5132912950219679,0.38482315885412666,-0.08544395722579821,0.10646452377379094,1.7673784175162477,2.415376051448071,0.03549030540787878,0.8650404822304949,0.13325021630193443
19,3,-0.46246120436988924,0.5135665188257941,-0.05444695765149023,0.01141704863322103,1.5147965542906559,2.1505117469444572,0.016855335184094964,0.8650404822304949,0.03521575254184666
19,4,0.4321242780559087,0.48474147257167166,-0.0967759702343549,0.07004025870278595,1.7726011897424654,2.4177164887190985,0.03118093619627808,0.8650404822304949,0.07163619680117127
20,0,-0.6596985012163024,-0.4910689928352609,-0.10839429615218484,-0.2644480410876718,0.9397301816462418,1.5815663496525478,0.026231254711935357,0.8867598305173756,-0.27881850918262874
20,1,0.29229538416567347,0.5027171580566681,-0.015078879146527557,-0.1704523131089014,1.8134472264369588,2.4514727840422292,0.020415416671018684,0.8867598305173756,-0.186420923978663
20,2,0.24985141655157106,0.22646295236810798,-0.00072008304856222,-0.05376990194866025,1.6886362413101361,2.3306914138628887,0.02656340651371568,0.8867598305173756,-0.05654422694108728
20,3,-0.3504974133054013,0.6485960921059719,-0.1037537286571866,-0.008813014099802239,1.5654404181336103,2.2016676952358587,0.017646645320496406,0.8867598305173756,0.01671455663165767
20,4,-0.5910777883283607,0.3781628659842431,0.009310809072079873,0.35,1.472606872850063,2.1119168329898237,0.022383446265458223,0.8867598305173756,0.3577830512360289
21,0,0.7873441799644403,0.5370389523609096,0.09128738909574122,0.14398031745840428,2.108525380645705,2.7516974460895915,0.028253816389468046,0.8404063629058344,0.13086114070914345
21,1,-0.21627297041397997,0.45186666643748374,-0.09796755711264138,-0.23752946079958992,1.5296769031393334,2.16506678541639,0.016351979417459857,0.8404063629058344,-0.24112386230206267
21,2,-0.28236463017828073,0.3768455788960694,-0.012638183131529687,0.01907713468817564,1.5581147068093033,2.195046356194756,0.01873301381233762,0.8404063629058344,0.01925952411390481
21,3,-0.0026529965345665207,-0.10579977044053168,-0.016227607760617366,-0.019442772717608324,1.4352339467540451,2.0792387808975605,0.029510390506292943,0.8404063629058344,-0.026910610646160873
21,4,0.7173824932433297,-0.5562797791703807,-0.0180919816521153,0.12164811029140497,1.4826659903563788,2.152364650356733,0.06674443696860706,0.8404063629058344,0.10629082333147943
22,0,-0.39940818009453827,-0.3966328756065447,-0.044422126726381406,-0.06470672772147422,1.1373002162175851,1.7823268875517524,0.031047818988235405,0.8900764072606663,-0.07134195330994164
22,1,-0.2046994981687178,-0.1374934292417287,0.08914529555210027,9.969293132853188e-05,1.455628428034271,2.096537823690157,0.024823158723714857,0.8900764072606663,0.02873404081073691
22,2,0.17891886270151214,0.5023651689810167,-0.033696418056481936,-0.21689027860706966,1.7549895099305046,2.39208770131975,0.01898952398980193,0.8900764072606663,-0.200092261784378
22,3,-0.7354999248381205,0.5724497266800168,-0.0004537489856733523,-0.09576879892457675,1.499723654326992,2.1322383115515406,0.011880605672479972,0.8900764072606663,-0.08768742898535802
22,4,-0.3085418218879097,-0.02828687025021248,-0.016180496477735937,-0.10382034703564649,1.3631007742489,2.002933691488927,0.02318248536510143,0.8900764072606663,-0.12049571784607971
23,0,-0.7520982621623775,-0.5042879098727467,0.10938051907195229,-0.24602820838925663,1.1192165678723842,1.7554237641114518,0.017615638907134315,0.8547434804974279,-0.25070421171495155
23,1,-0.7472545095510731,0.5469584344680469,-0.0034479917167289653,0.20820795781368606,1.4811442254510168,2.116089223734708,0.015662771280305597,0.8547434804974279,0.2255320460103286
23,2,0.6669900175158692,-0.32723046208898854,-0.10079349538361625,-0.25449895487877966,1.485399302806893,2.1398369208456804,0.044981549390461124,0.8547434804974279,-0.25647911225703185
23,3,-0.6631039350917632,0.31102875138677333,0.02292583106304283,-0.04313068207390644,1.4308023919049737,2.064999248207971,0.014501579772264695,0.8547434804974279,-0.048907617088460933
23,4,0.1301905913673419,-0.45047205223972386,-0.11167004501265747,0.09200465825671701,1.2311842384580365,1.8908113506189108,0.05249498015240637,0.8547434804974279,0.06343821921815854
24,0,0.38988244316452736,0.5876157514826299,-0.04532538633858664,-0.021854953658934494,1.8555605569361813,2.4958913538424867,0.02394199526303379,0.864407648824731,-0.03218586171303704
24,1,-0.5981002047629945,0.5070588315821598,0.026524044988419482,-0.06907224450564628,1.5453654475333432,2.178469711256564,0.01280083579845227,0.864407648824731,-0.06830169838030498
24,2,0.6274824944955648,-0.5872985737040426,-0.08415497967805462,-0.13032014810246978,1.371179535228574,2.0348943135130875,0.05833044487057945,0.864407648824731,-0.1413141720243379
24,3,-0.44882172225071904,-0.3448930325095774,0.0660340677423096,0.032138936614476886,1.2537446003252481,1.8955908433367354,0.02624653987603976,0.864407648824731,0.050133603781244346
24,4,-0.44408252954154914,0.4821804011857431,-0.02599255350438015,-0.14384182713713767,1.535559741689662,2.1696092355148138,0.014272535367163755,0.864407648824731,-0.12587465996898936
25,0,0.01850803901647302,0.4940185057716946,-0.057363601053269195,-0.21344996906968358,1.6714225401997589,2.3078208561625213,0.0179106633013618,0.872184292902425,-0.19462418189079453
25,1,-0.6664549503231941,-0.5977894601530647,0.018147581585350764,-0.00850476492463975,1.0158830919033537,1.6596770550907933,0.02919251229755306,0.872184292902425,-0.03470050694308575
25,2,-0.32769411948883626,-0.46061247092732327,0.053275306719588605,0.12558273705869016,1.2313067529812005,1.8784031575707734,0.034147005659207245,0.872184292902425,0.11337869147250258
25,3,0.6184835232423567,0.30793601490737643,0.10650735578282983,0.0688143073478082,1.961547795625974,2.604927420810972,0.028567309976148487,0.872184292902425,0.0788445727399982
25,4,0.11199988500878832,0.45062658948853285,0.11921623106018103,-0.00768284738759693,1.8611981560830966,2.4976532115588403,0.017998215863304405,0.872184292902425,0.014788071371497461
26,0,0.6289007443121915,-0.07909095885749895,0.03110324606395562,0.009446496489374049,1.715627575087348,2.3662955004859025,0.039448579523621616,0.8624985995400245,0.016016709509521353
26,1,-0.20466037703690054,0.13810524597397544,0.09275546080957622,-0.07273535256546683,1.58327168953495,2.2199596666443386,0.01835746477018966,0.8624985995400245,-0.0517725101266924
26,2,-0.42412548147755413,0.6881341702340185,0.0039006152352245027,0.1732937546710777,1.6651170733233889,2.3004183099629314,0.016214727825860396,0.8624985995400245,0.15095280473300976
26,3,-0.515071454375503,-0.699913914076435,-0.10876530105317454,-0.20032616604506126,0.8959984285810038,1.542947504878503,0.03392705407837378,0.8624985995400245,-0.200640758890411
26,4,-0.37851796182993314,-0.1922795755410489,-0.11020386703277157,-0.05354302789344334,1.1707890373332799,1.8148225289550952,0.029553574261930064,0.8624985995400245,-0.07505977972072292
27,0,-0.7796520145167891,-0.4228221685188467,0.08620832103508519,-0.010199382597295203,1.123060140120728,1.7618479100107831,0.02158427343157841,0.8615544194460677,-0.030438192583731927
27,1,-0.5115618802764714,0.5844471074512014,0.07921461799055263,-0.048957014405616284,1.6631691582468284,2.295676769077816,0.01186959761816025,0.8615544194460677,-0.07296868336548157
27,2,0.5982314366847941,-0.4268216656505223,-0.012866672253182596,0.034736699648762324,1.5044445810437603,2.1650625358075657,0.05391611673125029,0.8615544194460677,0.05267092803448701
27,3,-0.7460790765278729,-0.6208870517243267,0.036543347702196416,-0.16478164144648202,0.996016497641494,1.636036087845946,0.023467391364776685,0.8615544194460677,-0.13612770890180872
27,4,-0.3908586920373962,-0.40295784558809444,0.11554182556282133,0.09356767958815926,1.2974102528350901,1.9401552871978769,0.027608201408166597,0.8615544194460677,0.0903643934064731
28,0,-0.2487107567883936,0.11317794982666918,-0.09196339186845778,0.2667248711722327,1.3719179206776058,2.0180786812435523,0.03274844567691289,0.832670788356321,0.2892251129779853
28,1,0.3200204579395758,0.3587549379590178,0.1094299948436874,0.11207875490925484,1.882876877204097,2.522843921528118,0.02338721103964142,0.832670788356321,0.13736440920926662
28,2,-0.5303304637600419,-0.43525503304645413,0.10961035495870183,0.22618154031978013,1.2281299277717828,1.8718951066126366,0.029149105073750476,0.832670788356321,0.21086544729899934
28,3,-0.25739989967207677,-0.34815526149580944,0.06717477120801152,-0.058980045795070636,1.3204149386496704,1.9618515463443096,0.0256246798163163,0.832670788356321,-0.040762003057369676
28,4,0.39156217899091716,-0.6940414494824623,-0.09612328666617172,-0.09697610735693891,1.2286048237135414,1.890975632420021,0.056419770037057934,0.832670788356321,-0.11466593592987795
29,0,-0.7569650218913213,-0.3260447283117191,0.00069017535235609,-0.07831374961269437,1.08903228995012,1.7278717270187316,0.021663404394875317,0.8550794943169013,-0.07233195060838557
29,1,-0.40642350285818163,0.028218396781782284,-0.009752268088781588,0.009350498459373833,1.3606977844626569,2.0000815211834584,0.02249625052174617,0.8550794943169013,0.0032627129862565878
29,2,0.780119364584327,-0.008127011737078083,-0.023818093622097594,0.23697324345088094,1.7455665287007318,2.4065045740810262,0.05437430275271275,0.8550794943169013,0.22887877092097364
29,3,-0.4768983777071146,0.5138133689962878,-0.01218084346671676,-0.20334216959283907,1.5521207403841228,2.1850438801371674,0.012518328459496703,0.8550794943169013,-0.22407835537860452
29,4,0.01829465700506605,-0.13337070514725102,-0.0904198427619252,-0.044239626459957895,1.355966469873585,2.002876148915145,0.03386821955426769,0.8550794943169013,-0.021125662365640625
30,0,0.3596804911968807,-0.059740061715738535,0.029801359394585586,-0.11921257776308794,1.6288065035414114,2.273285373571206,0.03022421825698326,0.8708451415669783,-0.11936851531290048
30,1,0.0005325525585545554,0.21671146276016795,-0.10711865479847801,-0.1459710972634551,1.4905878968390918,2.1315276282516247,0.024869313964051176,0.8708451415669783,-0.14599791555701636
30,2,0.08570734852357309,-0.6338514523874984,-0.008877567209662374,-0.1608579510381411,1.235886851199214,1.8867967593154034,0.03980567478405063,0.8708451415669783,-0.17021970038424705
30,3,-0.7093876108197453,0.6116493110704717,-0.05212612476042293,-0.09884087670830329,1.4748304014343785,2.1076801886786063,0.012403871190997968,0.8708451415669783,-0.06980444156333304
30,4,-0.29098400878886965,0.3116365777741723,-0.07704236525076483,-0.004599909399310683,1.4613496916715085,2.1003121590891713,0.021851780236938498,0.8708451415669783,0.0017948209610883278
31,0,-0.229068056542158,-0.25885249592425025,0.013927365292345145,0.20112560496067572,1.3172699223366773,1.963692230796159,0.033139803777091546,0.8071357885201876,0.2022391193497235
31,1,-0.46899366361181516,-0.6952022486173953,0.08209219694169329,-0.05383214552024817,1.10510340279973,1.7480104600547937,0.027853259741025725,0.8071357885201876,-0.07042997060967232
31,2,0.741112648774436,-0.5108557389683968,-0.017059776876466384,-0.03569141877179991,1.5124445676588076,2.173372603380657,0.05435998138981927,0.8071357885201876,-0.00791262425602824
31,3,-0.6557219349024628,-0.07405006135245873,0.085988913367578,-0.14306230038360132,1.3231637085431096,1.9575754468652178,0.014835378593404386,0.8071357885201876,-0.11416621259509421
31,4,0.7432376837317543,-0.5780882795065233,0.08424345547198034,0.22856762908418385,1.584236919000159,2.2510286138952065,0.06267578797847144,0.8071357885201876,0.23793999123864612
