agent,period,policy,state,action,next_state
17,13,1.0,2,0,3
17,14,1.0,3,1,0
17,15,1.0,0,0,1
17,16,1.0,1,1,0
17,17,1.0,0,0,1
17,18,1.0,1,0,2
17,19,1.0,2,1,0
17,20,1.0,0,0,1
17,21,1.0,1,0,1
17,22,1.0,1,0,2
17,23,1.0,2,1,1
17,24,1.0,1,0,2
17,25,1.0,2,1,0
17,26,1.0,0,1,0
17,27,1.0,0,1,0
17,28,1.0,0,0,1
17,29,1.0,1,0,1
18,0,0.0,2,1,0
18,1,0.0,0,0,1
18,2,0.0,1,1,0
18,3,0.0,0,0,0
18,4,0.0,0,0,0
18,5,0.0,0,1,0
18,6,0.0,0,0,1
18,7,0.0,1,0,2
18,8,0.0,2,0,3
18,9,0.0,3,1,0
18,10,0.0,0,0,1
18,11,0.0,1,0,2
18,12,0.0,2,0,3
18,13,0.0,3,1,0
18,14,0.0,0,0,1
18,15,0.0,1,0,2
18,16,0.0,2,1,0
18,17,0.0,0,0,1
18,18,0.0,1,1,0
18,19,0.0,0,0,1
18,20,0.0,1,1,0
18,21,0.0,0,0,0
18,22,0.0,0,0,0
18,23,0.0,0,0,1
18,24,0.0,1,0,2
18,25,0.0,2,0,3
18,26,0.0,3,0,4
18,27,0.0,4,1,0
18,28,0.0,0,0,0
18,29,0.0,0,0,1
19,0,1.0,4,0,4
19,1,1.0,4,1,0
19,2,1.0,0,0,1
19,3,1.0,1,1,0
19,4,1.0,0,0,0
19,5,1.0,0,0,1
19,6,1.0,1,1,0
19,7,1.0,0,0,0
19,8,1.0,0,0,0
19,9,1.0,0,1,0
19,10,1.0,0,0,1
19,11,1.0,1,0,2
19,12,1.0,2,1,0
19,13,1.0,0,0,1
19,14,1.0,1,0,2
19,15,1.0,2,1,0
19,16,1.0,0,0,1
19,17,1.0,1,0,1
19,18,1.0,1,1,0
19,19,1.0,0,0,1
19,20,1.0,1,0,1
19,21,1.0,1,1,1
19,22,1.0,1,0,2
19,23,1.0,2,0,3
19,24,1.0,3,0,4
19,25,1.0,4,1,0
19,26,1.0,0,0,1
19,27,1.0,1,0,2
19,28,1.0,2,1,0
19,29,1.0,0,0,1
20,0,0.0,1,0,1
20,1,0.0,1,0,2
20,2,0.0,2,1,0
20,3,0.0,0,0,0
20,4,0.0,0,0,1
20,5,0.0,1,0,2
20,6,0.0,2,0,3
20,7,0.0,3,1,0
20,8,0.0,0,0,0
20,9,0.0,0,0,1
20,10,0.0,1,0,2
20,11,0.0,2,1,0
20,12,0.0,0,0,1
20,13,0.0,1,0,2
20,14,0.0,2,0,3
20,15,0.0,3,0,4
20,16,0.0,4,1,0
20,17,0.0,0,0,0
20,18,0.0,0,0,1
20,19,0.0,1,0,2
20,20,0.0,2,1,0
20,21,0.0,0,0,0
20,22,0.0,0,0,1
20,23,0.0,1,0,2
20,24,0.0,2,1,0
20,25,0.0,0,0,1
20,26,0.0,1,1,0
20,27,0.0,0,0,1
20,28,0.0,1,0,2
20,29,0.0,2,1,0
21,0,1.0,4,1,0
21,1,1.0,0,1,1
21,2,1.0,1,1,0
21,3,1.0,0,0,1
21,4,1.0,1,0,2
21,5,1.0,2,0,3
21,6,1.0,3,1,0
21,7,1.0,0,0,1
21,8,1.0,1,0,2
21,9,1.0,2,1,1
21,10,1.0,1,0,1
21,11,1.0,1,0,2
21,12,1.0,2,0,2
21,13,1.0,2,1,0
21,14,1.0,0,0,1
21,15,1.0,1,0,2
21,16,1.0,2,1,0
21,17,1.0,0,0,1
21,18,1.0,1,0,2
21,19,1.0,2,1,0
21,20,1.0,0,0,1
21,21,1.0,1,1,0
21,22,1.0,0,0,1
21,23,1.0,1,0,2
21,24,1.0,2,0,2
21,25,1.0,2,1,0
21,26,1.0,0,1,0
21,27,1.0,0,0,1
21,28,1.0,1,1,1
21,29,1.0,1,0,1
22,0,0.0,3,1,0
22,1,0.0,0,0,1
22,2,0.0,1,0,2
22,3,0.0,2,1,0
22,4,0.0,0,0,1
22,5,0.0,1,1,0
22,6,0.0,0,0,0
22,7,0.0,0,0,1
22,8,0.0,1,0,1
22,9,0.0,1,0,2
22,10,0.0,2,0,3
22,11,0.0,3,1,0
22,12,0.0,0,0,0
22,13,0.0,0,0,1
22,14,0.0,1,0,2
22,15,0.0,2,0,3
22,16,0.0,3,0,4
22,17,0.0,4,1,0
22,18,0.0,0,0,0
22,19,0.0,0,0,0
22,20,0.0,0,0,1
22,21,0.0,1,1,1
22,22,0.0,1,0,2
22,23,0.0,2,0,3
22,24,0.0,3,1,0
22,25,0.0,0,0,1
22,26,0.0,1,0,2
22,27,0.0,2,0,3
22,28,0.0,3,1,1
22,29,0.0,1,0,1
23,0,1.0,2,1,0
23,1,1.0,0,1,0
23,2,1.0,0,0,1
23,3,1.0,1,1,0
23,4,1.0,0,0,0
23,5,1.0,0,0,1
23,6,1.0,1,1,0
23,7,1.0,0,0,0
23,8,1.0,0,0,1
23,9,1.0,1,0,2
23,10,1.0,2,0,3
23,11,1.0,3,1,0
23,12,1.0,0,0,1
23,13,1.0,1,0,2
23,14,1.0,2,0,3
23,15,1.0,3,0,4
23,16,1.0,4,0,4
23,17,1.0,4,0,4
23,18,1.0,4,1,0
23,19,1.0,0,1,0
23,20,1.0,0,0,1
23,21,1.0,1,1,0
23,22,1.0,0,0,0
23,23,1.0,0,0,1
23,24,1.0,1,0,2
23,25,1.0,2,1,0
23,26,1.0,0,1,0
23,27,1.0,0,0,1
23,28,1.0,1,0,2
23,29,1.0,2,0,3
24,0,0.0,3,0,4
24,1,0.0,4,0,4
24,2,0.0,4,0,4
24,3,0.0,4,1,0
24,4,0.0,0,0,1
24,5,0.0,1,0,2
24,6,0.0,2,1,0
24,7,0.0,0,0,1
24,8,0.0,1,0,2
24,9,0.0,2,0,2
24,10,0.0,2,1,0
24,11,0.0,0,0,0
24,12,0.0,0,0,0
24,13,0.0,0,0,1
24,14,0.0,1,0,2
24,15,0.0,2,1,0
24,16,0.0,0,0,1
24,17,0.0,1,1,0
24,18,0.0,0,0,0
24,19,0.0,0,0,0
24,20,0.0,0,0,1
24,21,0.0,1,0,2
24,22,0.0,2,0,2
24,23,0.0,2,0,2
24,24,0.0,2,1,0
24,25,0.0,0,0,1
24,26,0.0,1,0,2
24,27,0.0,2,0,3
24,28,0.0,3,0,3
24,29,0.0,3,1,1
25,0,1.0,2,1,1
25,1,1.0,1,0,1
25,2,1.0,1,1,1
25,3,1.0,1,0,2
25,4,1.0,2,1,0
25,5,1.0,0,0,0
25,6,1.0,0,0,1
25,7,1.0,1,0,2
25,8,1.0,2,1,0
25,9,1.0,0,1,0
25,10,1.0,0,1,0
25,11,1.0,0,0,1
25,12,1.0,1,0,2
25,13,1.0,2,0,3
25,14,1.0,3,0,3
25,15,1.0,3,1,0
25,16,1.0,0,0,1
25,17,1.0,1,0,1
25,18,1.0,1,1,0
25,19,1.0,0,0,1
25,20,1.0,1,0,2
25,21,1.0,2,1,0
25,22,1.0,0,0,0
25,23,1.0,0,1,0
25,24,1.0,0,0,1
25,25,1.0,1,0,2
25,26,1.0,2,0,3
25,27,1.0,3,0,4
25,28,1.0,4,1,0
25,29,1.0,0,0,1
26,0,0.0,0,0,1
26,1,0.0,1,0,2
26,2,0.0,2,1,0
26,3,0.0,0,0,1
26,4,0.0,1,0,2
26,5,0.0,2,0,3
26,6,0.0,3,1,0
26,7,0.0,0,0,1
26,8,0.0,1,0,2
26,9,0.0,2,1,0
26,10,0.0,0,0,1
26,11,0.0,1,0,1
26,12,0.0,1,0,2
26,13,0.0,2,0,3
26,14,0.0,3,0,4
26,15,0.0,4,0,4
26,16,0.0,4,1,0
26,17,0.0,0,0,1
26,18,0.0,1,0,2
26,19,0.0,2,1,0
26,20,0.0,0,0,0
26,21,0.0,0,0,1
26,22,0.0,1,0,2
26,23,0.0,2,0,3
26,24,0.0,3,1,1
26,25,0.0,1,0,2
26,26,0.0,2,0,2
26,27,0.0,2,1,0
26,28,0.0,0,1,0
26,29,0.0,0,0,1
27,0,1.0,4,1,0
27,1,1.0,0,0,1
27,2,1.0,1,0,1
27,3,1.0,1,0,2
27,4,1.0,2,0,3
27,5,1.0,3,1,0
27,6,1.0,0,0,1
27,7,1.0,1,0,2
27,8,1.0,2,1,0
27,9,1.0,0,0,1
27,10,1.0,1,1,1
27,11,1.0,1,0,1
27,12,1.0,1,0,2
27,13,1.0,2,0,3
27,14,1.0,3,1,0
27,15,1.0,0,0,1
27,16,1.0,1,0,1
27,17,1.0,1,1,1
27,18,1.0,1,0,2
27,19,1.0,2,1,0
27,20,1.0,0,1,0
27,21,1.0,0,0,1
27,22,1.0,1,1,0
27,23,1.0,0,0,0
27,24,1.0,0,0,1
27,25,1.0,1,0,2
27,26,1.0,2,1,0
27,27,1.0,0,0,1
27,28,1.0,1,0,2
27,29,1.0,2,0,3
28,0,0.0,4,1,0
28,1,0.0,0,0,1
28,2,0.0,1,0,2
28,3,0.0,2,0,3
28,4,0.0,3,1,0
28,5,0.0,0,0,1
28,6,0.0,1,0,2
28,7,0.0,2,0,2
28,8,0.0,2,0,2
28,9,0.0,2,1,0
28,10,0.0,0,0,1
28,11,0.0,1,0,1
28,12,0.0,1,0,2
28,13,0.0,2,1,0
28,14,0.0,0,0,0
28,15,0.0,0,0,1
28,16,0.0,1,0,2
28,17,0.0,2,1,0
28,18,0.0,0,1,0
28,19,0.0,0,0,1
28,20,0.0,1,0,2
28,21,0.0,2,0,3
28,22,0.0,3,0,4
28,23,0.0,4,1,0
28,24,0.0,0,0,1
28,25,0.0,1,0,2
28,26,0.0,2,0,3
28,27,0.0,3,1,1
28,28,0.0,1,0,2
28,29,0.0,2,0,3
29,0,1.0,2,0,3
29,1,1.0,3,1,0
29,2,1.0,0,0,0
29,3,1.0,0,0,1
29,4,1.0,1,1,1
29,5,1.0,1,0,2
29,6,1.0,2,0,3
29,7,1.0,3,1,0
29,8,1.0,0,0,1
29,9,1.0,1,0,1
29,10,1.0,1,1,0
29,11,1.0,0,0,0
29,12,1.0,0,0,1
29,13,1.0,1,0,2
29,14,1.0,2,1,0
29,15,1.0,0,0,1
29,16,1.0,1,1,0
29,17,1.0,0,0,1
29,18,1.0,1,0,2
29,19,1.0,2,0,2
29,20,1.0,2,1,0
29,21,1.0,0,0,1
29,22,1.0,1,1,1
29,23,1.0,1,0,1
29,24,1.0,1,0,2
29,25,1.0,2,1,1
29,26,1.0,1,0,2
29,27,1.0,2,0,3
29,28,1.0,3,1,1
29,29,1.0,1,0,2
30,0,0.0,0,0,1
30,1,0.0,1,0,2
30,2,0.0,2,1,0
30,3,0.0,0,0,1
30,4,0.0,1,0,1
30,5,0.0,1,0,2
30,6,0.0,2,0,2
30,7,0.0,2,0,3
30,8,0.0,3,1,0
30,9,0.0,0,0,1
30,10,0.0,1,0,2
30,11,0.0,2,0,3
30,12,0.0,3,1,0
30,13,0.0,0,0,1
30,14,0.0,1,0,2
30,15,0.0,2,0,3
30,16,0.0,3,1,0
30,17,0.0,0,0,1
30,18,0.0,1,0,2
30,19,0.0,2,1,1
30,20,0.0,1,0,1
30,21,0.0,1,0,1
30,22,0.0,1,1,0
30,23,0.0,0,0,1
30,24,0.0,1,0,2
30,25,0.0,2,1,0
30,26,0.0,0,0,1
30,27,0.0,1,0,1
30,28,0.0,1,1,0
30,29,0.0,0,0,0
31,0,1.0,4,1,0
31,1,1.0,0,0,1
31,2,1.0,1,0,2
31,3,1.0,2,0,2
31,4,1.0,2,1,0
31,5,1.0,0,0,1
31,6,1.0,1,1,0
31,7,1.0,0,1,1
31,8,1.0,1,1,0
31,9,1.0,0,1,1
31,10,1.0,1,0,1
31,11,1.0,1,0,2
31,12,1.0,2,0,3
31,13,1.0,3,0,3
31,14,1.0,3,1,0
31,15,1.0,0,0,1
31,16,1.0,1,0,2
31,17,1.0,2,0,3
31,18,1.0,3,1,0
31,19,1.0,0,0,0
31,20,1.0,0,0,1
31,21,1.0,1,1,0
31,22,1.0,0,0,0
31,23,1.0,0,0,0
31,24,1.0,0,0,1
31,25,1.0,1,0,2
31,26,1.0,2,0,3
31,27,1.0,3,1,0
31,28,1.0,0,0,1
31,29,1.0,1,0,2
32,0,0.0,0,0,1
32,1,0.0,1,0,2
32,2,0.0,2,0,3
32,3,0.0,3,1,0
32,4,0.0,0,1,0
32,5,0.0,0,0,1
32,6,0.0,1,0,1
32,7,0.0,1,1,0
32,8,0.0,0,0,0
32,9,0.0,0,0,1
32,10,0.0,1,0,1
32,11,0.0,1,0,2
32,12,0.0,2,1,0
32,13,0.0,0,0,1
32,14,0.0,1,0,2
32,15,0.0,2,0,3
32,16,0.0,3,0,4
32,17,0.0,4,1,0
32,18,0.0,0,0,1
32,19,0.0,1,0,2
32,20,0.0,2,0,2
32,21,0.0,2,0,3
32,22,0.0,3,0,3
32,23,0.0,3,0,4
32,24,0.0,4,0,4
32,25,0.0,4,1,0
32,26,0.0,0,0,1
32,27,0.0,1,0,2
32,28,0.0,2,1,0
32,29,0.0,0,0,1
33,0,1.0,0,0,0
33,1,1.0,0,0,1
33,2,1.0,1,0,2
33,3,1.0,2,0,3
33,4,1.0,3,1,0
33,5,1.0,0,1,0
33,6,1.0,0,1,1
