agent_id,period,regime,state,action,next_state
8,3,0,1,1,0
8,4,0,0,0,0
8,5,0,0,1,0
8,6,0,0,1,0
8,7,0,0,0,0
8,8,0,0,1,0
8,9,0,0,0,1
8,10,0,1,0,1
8,11,0,1,1,0
8,12,0,0,1,0
8,13,0,0,0,0
8,14,0,0,1,1
8,15,0,1,0,0
8,16,0,0,0,0
8,17,0,0,0,1
8,18,0,1,1,0
8,19,0,0,0,0
9,0,0,2,1,2
9,1,0,2,1,1
9,2,0,1,0,1
9,3,0,1,1,1
9,4,0,1,0,2
9,5,0,2,1,0
9,6,0,0,0,0
9,7,0,0,0,1
9,8,0,1,0,2
9,9,0,2,1,0
9,10,0,0,0,0
9,11,0,0,0,0
9,12,0,0,0,0
9,13,0,0,0,0
9,14,0,0,0,0
9,15,0,0,0,0
9,16,0,0,0,0
9,17,0,0,0,0
9,18,0,0,1,0
9,19,0,0,0,2
10,0,0,2,1,2
10,1,0,2,0,2
10,2,0,2,1,2
10,3,0,2,1,1
10,4,0,1,0,1
10,5,0,1,1,2
10,6,0,2,0,2
10,7,0,2,0,2
10,8,0,2,1,0
10,9,0,0,0,0
10,10,0,0,0,0
10,11,0,0,1,0
10,12,0,0,1,0
10,13,0,0,1,0
10,14,0,0,0,0
10,15,0,0,1,0
10,16,0,0,1,0
10,17,0,0,1,0
10,18,0,0,0,0
10,19,0,0,1,0
11,0,0,0,0,0
11,1,0,0,0,0
11,2,0,0,1,1
11,3,0,1,0,1
11,4,0,1,0,1
11,5,0,1,1,1
11,6,0,1,1,1
11,7,0,1,0,2
11,8,0,2,1,1
11,9,0,1,1,1
11,10,0,1,1,0
11,11,0,0,1,0
11,12,0,0,1,0
11,13,0,0,1,0
11,14,0,0,0,1
11,15,0,1,0,1
11,16,0,1,0,2
11,17,0,2,0,2
11,18,0,2,0,2
11,19,0,2,0,1
12,0,0,2,1,0
12,1,0,0,0,0
12,2,0,0,0,1
12,3,0,1,0,2
12,4,0,2,0,2
12,5,0,2,1,1
12,6,0,1,0,2
12,7,0,2,1,1
12,8,0,1,1,0
12,9,0,0,1,0
12,10,0,0,1,0
12,11,0,0,0,2
12,12,0,2,1,0
12,13,0,0,1,0
12,14,0,0,0,0
12,15,0,0,0,1
12,16,0,1,0,1
12,17,0,1,0,1
12,18,0,1,0,1
12,19,0,1,0,0
13,0,0,2,0,1
13,1,0,1,0,0
13,2,0,0,0,0
13,3,0,0,0,0
13,4,0,0,0,1
13,5,0,1,1,0
13,6,0,0,0,0
13,7,0,0,0,1
13,8,0,1,1,1
13,9,0,1,0,2
13,10,0,2,1,2
13,11,0,2,1,0
13,12,0,0,0,0
13,13,0,0,0,0
13,14,0,0,1,0
13,15,0,0,0,0
13,16,0,0,0,0
13,17,0,0,0,0
13,18,0,0,0,0
13,19,0,0,0,1
14,0,0,0,0,0
14,1,0,0,1,0
14,2,0,0,0,0
14,3,0,0,0,0
14,4,0,0,0,0
14,5,0,0,0,0
14,6,0,0,0,0
14,7,0,0,0,0
14,8,0,0,0,1
14,9,0,1,1,0
14,10,0,0,0,0
14,11,0,0,0,1
14,12,0,1,1,1
14,13,0,1,0,2
14,14,0,2,0,2
14,15,0,2,1,0
14,16,0,0,1,0
14,17,0,0,0,1
14,18,0,1,1,2
14,19,0,2,1,1
15,0,0,0,0,0
15,1,0,0,0,1
15,2,0,1,0,0
15,3,0,0,0,0
15,4,0,0,0,1
15,5,0,1,0,1
15,6,0,1,1,1
15,7,0,1,0,1
15,8,0,1,0,1
15,9,0,1,0,2
15,10,0,2,0,2
15,11,0,2,1,1
15,12,0,1,1,0
15,13,0,0,1,0
15,14,0,0,0,0
15,15,0,0,0,0
15,16,0,0,0,0
15,17,0,0,0,2
15,18,0,2,0,2
15,19,0,2,1,1
16,0,0,0,0,0
16,1,0,0,0,0
16,2,0,0,0,1
16,3,0,1,0,1
16,4,0,1,1,1
16,5,0,1,0,1
16,6,0,1,0,1
16,7,0,1,0,2
16,8,0,2,1,0
16,9,0,0,0,0
16,10,0,0,1,0
16,11,0,0,0,0
16,12,0,0,1,0
16,13,0,0,0,0
16,14,0,0,0,0
16,15,0,0,0,1
16,16,0,1,1,1
16,17,0,1,0,1
16,18,0,1,1,0
16,19,0,0,0,0
17,0,0,2,1,1
17,1,0,1,0,1
17,2,0,1,0,1
17,3,0,1,0,1
17,4,0,1,0,1
17,5,0,1,1,0
17,6,0,0,0,0
17,7,0,0,0,0
17,8,0,0,0,1
17,9,0,1,0,1
17,10,0,1,0,0
17,11,0,0,0,0
17,12,0,0,1,0
17,13,0,0,0,0
17,14,0,0,0,0
17,15,0,0,0,2
17,16,0,2,0,1
17,17,0,1,0,1
17,18,0,1,1,1
17,19,0,1,0,2
18,0,0,0,0,0
18,1,0,0,1,0
18,2,0,0,0,1
18,3,0,1,0,1
18,4,0,1,0,1
18,5,0,1,0,2
18,6,0,2,0,1
18,7,0,1,1,2
18,8,0,2,1,1
18,9,0,1,0,1
18,10,0,1,0,2
18,11,0,2,0,2
18,12,0,2,1,2
18,13,0,2,1,0
18,14,0,0,0,0
18,15,0,0,0,0
18,16,0,0,0,0
18,17,0,0,0,1
18,18,0,1,0,1
18,19,0,1,0,1
19,0,0,2,1,1
19,1,0,1,0,1
19,2,0,1,0,1
19,3,0,1,0,1
19,4,0,1,0,1
19,5,0,1,1,0
19,6,0,0,0,0
19,7,0,0,0,0
19,8,0,0,0,0
19,9,0,0,0,0
19,10,0,0,0,0
19,11,0,0,0,0
19,12,0,0,0,0
19,13,0,0,0,0
19,14,0,0,1,0
19,15,0,0,0,1
19,16,0,1,1,1
19,17,0,1,0,1
19,18,0,1,0,2
19,19,0,2,0,2
20,0,0,0,1,0
20,1,0,0,0,0
20,2,0,0,0,0
20,3,0,0,0,0
20,4,0,0,0,0
20,5,0,0,1,0
20,6,0,0,0,0
20,7,0,0,0,1
20,8,0,1,0,1
20,9,0,1,1,1
20,10,0,1,0,1
20,11,0,1,1,0
20,12,0,0,0,1
20,13,0,1,0,2
20,14,0,2,1,2
20,15,0,2,1,2
20,16,0,2,0,2
20,17,0,2,1,0
20,18,0,0,0,0
20,19,0,0,0,1
21,0,0,2,1,2
21,1,0,2,1,1
21,2,0,1,0,1
21,3,0,1,0,1
21,4,0,1,0,1
21,5,0,1,0,1
21,6,0,1,1,0
21,7,0,0,0,0
21,8,0,0,0,1
21,9,0,1,0,1
21,10,0,1,1,0
21,11,0,0,0,0
21,12,0,0,1,0
21,13,0,0,0,1
21,14,0,1,1,1
21,15,0,1,1,0
21,16,0,0,0,0
21,17,0,0,0,0
21,18,0,0,0,0
21,19,0,0,1,1
22,0,0,0,0,1
22,1,0,1,1,0
22,2,0,0,0,0
22,3,0,0,0,1
22,4,0,1,0,1
22,5,0,1,1,2
22,6,0,2,1,1
22,7,0,1,1,1
22,8,0,1,1,0
22,9,0,0,0,0
22,10,0,0,0,0
22,11,0,0,0,1
22,12,0,1,1,0
22,13,0,0,0,0
22,14,0,0,0,1
22,15,0,1,0,2
22,16,0,2,0,2
22,17,0,2,0,2
22,18,0,2,1,0
22,19,0,0,0,1
23,0,0,0,1,0
23,1,0,0,0,0
23,2,0,0,0,0
23,3,0,0,0,0
23,4,0,0,0,0
23,5,0,0,1,0
23,6,0,0,0,0
23,7,0,0,0,0
23,8,0,0,1,0
23,9,0,0,1,0
23,10,0,0,1,0
23,11,0,0,0,0
23,12,0,0,1,0
23,13,0,0,0,0
23,14,0,0,0,0
23,15,0,0,1,0
23,16,0,0,1,0
23,17,0,0,1,0
23,18,0,0,0,0
23,19,0,0,0,0
24,0,0,1,1,0
24,1,0,0,0,0
24,2,0,0,0,0
24,3,0,0,0,1
24,4,0,1,1,0
24,5,0,0,1,0
24,6,0,0,0,0
24,7,0,0,1,1
24,8,0,1,0,1
24,9,0,1,1,0
24,10,0,0,0,1
24,11,0,1,0,2
24,12,0,2,1,1
24,13,0,1,0,1
24,14,0,1,0,1
24,15,0,1,0,1
24,16,0,1,0,2
24,17,0,2,1,1
24,18,0,1,1,1
24,19,0,1,1,0
25,0,0,2,1,0
25,1,0,0,0,0
25,2,0,0,1,0
25,3,0,0,1,0
25,4,0,0,0,0
25,5,0,0,0,0
25,6,0,0,0,0
25,7,0,0,1,1
25,8,0,1,1,1
25,9,0,1,1,0
25,10,0,0,0,0
25,11,0,0,0,0
25,12,0,0,0,0
25,13,0,0,0,0
25,14,0,0,0,0
25,15,0,0,0,0
25,16,0,0,1,0
25,17,0,0,0,0
25,18,0,0,0,0
25,19,0,0,0,0
26,0,0,0,1,0
26,1,0,0,0,0
26,2,0,0,0,0
26,3,0,0,0,0
26,4,0,0,0,0
26,5,0,0,0,0
26,6,0,0,0,1
26,7,0,1,0,1
26,8,0,1,0,1
26,9,0,1,1,0
26,10,0,0,1,0
26,11,0,0,0,1
26,12,0,1,1,1
26,13,0,1,0,1
26,14,0,1,0,1
26,15,0,1,0,1
26,16,0,1,0,2
26,17,0,2,0,2
26,18,0,2,0,2
26,19,0,2,0,1
27,0,0,0,0,0
27,1,0,0,1,0
27,2,0,0,0,0
27,3,0,0,0,0
27,4,0,0,0,0
27,5,0,0,0,0
27,6,0,0,1,0
27,7,0,0,0,0
27,8,0,0,1,0
27,9,0,0,1,0
27,10,0,0,0,1
27,11,0,1,1,1
27,12,0,1,1,0
27,13,0,0,0,0
27,14,0,0,0,0
27,15,0,0,0,1
27,16,0,1,0,1
27,17,0,1,0,1
27,18,0,1,1,1
27,19,0,1,0,1
28,0,0,2,1,0
28,1,0,0,0,0
28,2,0,0,1,0
28,3,0,0,1,0
28,4,0,0,0,0
28,5,0,0,0,1
28,6,0,1,1,0
28,7,0,0,1,0
28,8,0,0,0,0
28,9,0,0,0,1
28,10,0,1,1,0
28,11,0,0,0,1
28,12,0,1,1,0
28,13,0,0,1,0
28,14,0,0,1,0
28,15,0,0,0,1
28,16,0,1,1,0
28,17,0,0,0,0
28,18,0,0,1,0
28,19,0,0,0,0
29,0,0,1,0,2
29,1,0,2,1,0
29,2,0,0,0,0
29,3,0,0,0,0
29,4,0,0,0,0
29,5,0,0,1,0
29,6,0,0,0,0
29,7,0,0,1,1
29,8,0,1,1,0
29,9,0,0,0,0
29,10,0,0,0,0
29,11,0,0,1,0
29,12,0,0,1,0
29,13,0,0,0,0
29,14,0,0,1,0
29,15,0,0,0,1
29,16,0,1,0,2
29,17,0,2,1,2
29,18,0,2,1,0
29,19,0,0,0,1
30,0,0,0,0,1
30,1,0,1,1,0
30,2,0,0,0,1
30,3,0,1,1,1
30,4,0,1,1,0
30,5,0,0,0,0
30,6,0,0,0,0
30,7,0,0,0,0
30,8,0,0,0,0
30,9,0,0,0,0
30,10,0,0,0,1
30,11,0,1,0,1
30,12,0,1,1,1
30,13,0,1,0,2
30,14,0,2,0,2
30,15,0,2,1,1
30,16,0,1,0,0
30,17,0,0,0,1
30,18,0,1,1,1
30,19,0,1,0,0
31,0,0,0,1,0
31,1,0,0,0,0
31,2,0,0,0,0
31,3,0,0,1,0
31,4,0,0,0,0
31,5,0,0,0,1
31,6,0,1,0,0
31,7,0,0,0,1
31,8,0,1,0,1
31,9,0,1,0,1
31,10,0,1,1,0
31,11,0,0,0,0
31,12,0,0,0,0
31,13,0,0,0,0
31,14,0,0,1,0
31,15,0,0,1,0
31,16,0,0,0,0
31,17,0,0,0,0
31,18,0,0,1,0
31,19,0,0,0,0
32,0,0,0,0,0
32,1,0,0,0,0
32,2,0,0,0,0
32,3,0,0,0,0
32,4,0,0,0,1
32,5,0,1,1,0
32,6,0,0,1,0
32,7,0,0,1,0
32,8,0,0,0,1
32,9,0,1,0,1
32,10,0,1,0,2
32,11,0,2,0,2
32,12,0,2,1,1
32,13,0,1,0,1
32,14,0,1,1,1
32,15,0,1,0,1
32,16,0,1,1,0
32,17,0,0,0,0
32,18,0,0,0,0
32,19,0,0,0,0
33,0,0,0,1,0
33,1,0,0,1,0
33,2,0,0,0,0
33,3,0,0,0,1
33,4,0,1,0,1
33,5,0,1,1,0
33,6,0,0,0,0
33,7,0,0,0,1
33,8,0,1,0,1
33,9,0,1,1,0
33,10,0,0,0,1
33,11,0,1,0,1
33,12,0,1,0,1
33,13,0,1,1,0
33,14,0,0,1,0
33,15,0,0,0,1
33,16,0,1,0,1
33,17,0,1,0,1
33,18,0,1,1,0
33,19,0,0,1,0
34,0,0,0,0,1
34,1,0,1,0,2
34,2,0,2,1,1
34,3,0,1,1,1
34,4,0,1,1,0
34,5,0,0,1,0
34,6,0,0,0,1
34,7,0,1,0,2
34,8,0,2,1,0
34,9,0,0,0,0
34,10,0,0,0,0
34,11,0,0,0,0
34,12,0,0,0,1
34,13,0,1,1,1
34,14,0,1,1,0
34,15,0,0,0,0
34,16,0,0,0,0
34,17,0,0,0,0
34,18,0,0,1,0
34,19,0,0,1,0
35,0,0,1,1,2
35,1,0,2,1,0
35,2,0,0,1,0
35,3,0,0,1,0
35,4,0,0,0,0
35,5,0,0,0,2
35,6,0,2,1,0
35,7,0,0,0,0
35,8,0,0,0,0
35,9,0,0,1,0
35,10,0,0,1,0
35,11,0,0,1,0
35,12,0,0,1,0
35,13,0,0,0,0
35,14,0,0,0,0
35,15,0,0,1,0
35,16,0,0,0,1
35,17,0,1,1,0
35,18,0,0,0,1
35,19,0,1,0,1
36,0,0,2,0,2
36,1,0,2,1,0
36,2,0,0,0,0
36,3,0,0,0,1
36,4,0,1,0,2
36,5,0,2,0,2
36,6,0,2,1,1
36,7,0,1,1,0
36,8,0,0,0,0
36,9,0,0,0,0
36,10,0,0,0,0
36,11,0,0,1,1
36,12,0,1,0,2
36,13,0,2,1,2
36,14,0,2,0,2
36,15,0,2,1,1
36,16,0,1,0,1
36,17,0,1,1,1
36,18,0,1,0,2
36,19,0,2,1,0
37,0,0,0,0,0
37,1,0,0,1,1
37,2,0,1,0,2
37,3,0,2,0,2
37,4,0,2,0,2
37,5,0,2,1,1
37,6,0,1,0,1
37,7,0,1,0,1
37,8,0,1,1,0
37,9,0,0,0,0
37,10,0,0,0,0
37,11,0,0,0,1
37,12,0,1,0,0
37,13,0,0,0,0
37,14,0,0,0,0
37,15,0,0,0,1
37,16,0,1,0,1
37,17,0,1,1,0
37,18,0,0,0,0
37,19,0,0,0,0
38,0,0,0,0,0
38,1,0,0,0,0
38,2,0,0,1,0
38,3,0,0,1,0
38,4,0,0,0,1
38,5,0,1,1,0
38,6,0,0,1,0
38,7,0,0,0,0
38,8,0,0,0,0
38,9,0,0,0,0
38,10,0,0,0,0
38,11,0,0,0,0
38,12,0,0,0,0
38,13,0,0,0,0
38,14,0,0,0,0
38,15,0,0,0,0
38,16,0,0,0,0
38,17,0,0,0,0
38,18,0,0,0,0
38,19,0,0,0,0
39,0,0,2,1,2
39,1,0,2,0,2
39,2,0,2,0,2
39,3,0,2,1,1
39,4,0,1,0,1
39,5,0,1,1,2
39,6,0,2,0,1
39,7,0,1,1,0
39,8,0,0,1,0
39,9,0,0,0,0
39,10,0,0,0,0
39,11,0,0,0,0
39,12,0,0,1,0
39,13,0,0,0,0
39,14,0,0,0,1
39,15,0,1,0,1
39,16,0,1,0,1
39,17,0,1,1,0
39,18,0,0,0,0
39,19,0,0,0,0
40,0,0,1,0,0
40,1,0,0,0,1
40,2,0,1,0,1
40,3,0,1,0,1
40,4,0,1,1,1
40,5,0,1,0,0
40,6,0,0,0,1
40,7,0,1,1,1
40,8,0,1,1,0
40,9,0,0,0,0
40,10,0,0,0,0
40,11,0,0,0,0
40,12,0,0,0,0
40,13,0,0,0,0
40,14,0,0,0,2
40,15,0,2,0,2
40,16,0,2,1,0
40,17,0,0,0,0
40,18,0,0,0,0
40,19,0,0,0,0
41,0,0,0,0,0
41,1,0,0,0,0
41,2,0,0,1,0
41,3,0,0,0,1
41,4,0,1,1,1
41,5,0,1,0,2
41,6,0,2,0,2
41,7,0,2,0,2
41,8,0,2,0,2
41,9,0,2,1,0
41,10,0,0,0,0
41,11,0,0,1,0
41,12,0,0,0,0
41,13,0,0,0,0
41,14,0,0,1,0
41,15,0,0,0,0
41,16,0,0,0,0
41,17,0,0,0,0
41,18,0,0,1,0
41,19,0,0,0,0
42,0,0,2,0,2
42,1,0,2,0,2
42,2,0,2,1,0
42,3,0,0,0,2
42,4,0,2,0,2
42,5,0,2,0,1
42,6,0,1,1,0
42,7,0,0,0,2
42,8,0,2,1,0
42,9,0,0,1,1
42,10,0,1,0,1
42,11,0,1,1,0
42,12,0,0,0,0
42,13,0,0,0,0
42,14,0,0,0,0
42,15,0,0,0,0
42,16,0,0,1,0
42,17,0,0,0,1
42,18,0,1,1,0
42,19,0,0,0,1
43,0,0,1,1,1
43,1,0,1,1,0
43,2,0,0,0,0
43,3,0,0,0,1
43,4,0,1,1,0
43,5,0,0,0,0
43,6,0,0,0,0
43,7,0,0,0,0
43,8,0,0,0,0
43,9,0,0,0,0
43,10,0,0,0,0
43,11,0,0,0,0
43,12,0,0,1,0
43,13,0,0,0,0
43,14,0,0,0,0
43,15,0,0,0,2
43,16,0,2,1,0
43,17,0,0,1,0
43,18,0,0,0,1
43,19,0,1,0,2
44,0,0,0,0,1
44,1,0,1,0,1
44,2,0,1,1,0
44,3,0,0,0,0
44,4,0,0,0,0
44,5,0,0,1,0
44,6,0,0,1,0
44,7,0,0,0,1
44,8,0,1,0,1
44,9,0,1,0,2
44,10,0,2,1,1
44,11,0,1,1,0
44,12,0,0,0,1
44,13,0,1,0,1
44,14,0,1,0,1
44,15,0,1,0,1
44,16,0,1,1,1
44,17,0,1,0,1
44,18,0,1,1,0
44,19,0,0,1,0
45,0,0,0,1,0
45,1,0,0,0,1
45,2,0,1,0,1
45,3,0,1,0,0
45,4,0,0,0,1
45,5,0,1,0,1
45,6,0,1,0,0
45,7,0,0,0,0
45,8,0,0,0,0
45,9,0,0,0,0
45,10,0,0,0,1
45,11,0,1,0,2
45,12,0,2,1,0
45,13,0,0,1,0
45,14,0,0,1,0
45,15,0,0,0,1
45,16,0,1,1,2
45,17,0,2,1,2
45,18,0,2,1,1
45,19,0,1,0,2
46,0,0,1,0,1
46,1,0,1,0,1
46,2,0,1,0,1
46,3,0,1,1,0
46,4,0,0,0,0
46,5,0,0,0,2
46,6,0,2,1,2
46,7,0,2,1,1
46,8,0,1,0,0
46,9,0,0,0,1
46,10,0,1,0,1
46,11,0,1,0,2
46,12,0,2,1,1
46,13,0,1,1,2
46,14,0,2,0,1
46,15,0,1,1,0
46,16,0,0,0,1
46,17,0,1,1,0
46,18,0,0,0,1
46,19,0,1,0,1
47,0,0,2,0,2
47,1,0,2,1,0
47,2,0,0,0,1
47,3,0,1,0,1
47,4,0,1,0,1
47,5,0,1,1,0
47,6,0,0,0,1
47,7,0,1,1,0
47,8,0,0,1,0
47,9,0,0,0,0
47,10,0,0,1,0
47,11,0,0,0,0
47,12,0,0,0,0
47,13,0,0,0,1
47,14,0,1,0,0
47,15,0,0,1,1
47,16,0,1,0,1
47,17,0,1,0,2
47,18,0,2,1,1
47,19,0,1,1,2
48,0,0,0,0,1
48,1,0,1,0,1
48,2,0,1,1,0
48,3,0,0,0,2
48,4,0,2,0,2
48,5,0,2,0,0
48,6,0,0,0,1
48,7,0,1,1,0
48,8,0,0,0,1
48,9,0,1,0,2
48,10,0,2,0,1
48,11,0,1,1,1
48,12,0,1,0,1
48,13,0,1,0,1
48,14,0,1,0,1
48,15,0,1,1,1
48,16,0,1,1,0
48,17,0,0,0,0
48,18,0,0,1,1
48,19,0,1,1,1
49,0,0,0,0,0
49,1,0,0,0,0
49,2,0,0,0,0
49,3,0,0,0,0
49,4,0,0,0,1
49,5,0,1,0,0
49,6,0,0,0,1
49,7,0,1,0,1
49,8,0,1,0,1
49,9,0,1,0,1
49,10,0,1,1,1
49,11,0,1,0,1
49,12,0,1,1,0
49,13,0,0,1,0
49,14,0,0,0,0
49,15,0,0,0,0
49,16,0,0,1,0
49,17,0,0,0,0
49,18,0,0,0,1
49,19,0,1,0,1
50,0,0,0,1,0
50,1,0,0,1,0
50,2,0,0,0,1
50,3,0,1,0,2
50,4,0,2,0,1
50,5,0,1,1,0
50,6,0,0,0,0
50,7,0,0,0,0
50,8,0,0,0,0
50,9,0,0,0,0
50,10,0,0,0,0
50,11,0,0,1,0
50,12,0,0,0,0
50,13,0,0,1,0
50,14,0,0,0,1
50,15,0,1,1,0
50,16,0,0,1,0
50,17,0,0,0,0
50,18,0,0,1,0
50,19,0,0,0,0
51,0,0,2,0,2
51,1,0,2,1,2
51,2,0,2,0,2
51,3,0,2,0,2
51,4,0,2,1,2
51,5,0,2,1,0
51,6,0,0,1,0
51,7,0,0,0,1
51,8,0,1,0,2
51,9,0,2,0,2
51,10,0,2,1,0
51,11,0,0,0,0
51,12,0,0,0,0
51,13,0,0,0,0
51,14,0,0,0,1
51,15,0,1,1,0
51,16,0,0,0,0
51,17,0,0,0,2
51,18,0,2,1,2
51,19,0,2,0,2
52,0,0,1,1,0
52,1,0,0,1,1
52,2,0,1,0,1
52,3,0,1,0,1
52,4,0,1,0,1
52,5,0,1,1,0
52,6,0,0,1,0
52,7,0,0,0,1
52,8,0,1,0,1
52,9,0,1,0,1
52,10,0,1,1,0
52,11,0,0,0,0
52,12,0,0,1,0
52,13,0,0,0,0
52,14,0,0,0,0
52,15,0,0,1,2
52,16,0,2,1,1
52,17,0,1,0,0
52,18,0,0,1,0
52,19,0,0,0,0
53,0,0,1,1,1
53,1,0,1,1,1
53,2,0,1,1,0
53,3,0,0,0,0
53,4,0,0,0,1
53,5,0,1,0,2
53,6,0,2,1,0
53,7,0,0,0,0
53,8,0,0,0,1
53,9,0,1,0,1
53,10,0,1,0,1
53,11,0,1,1,2
53,12,0,2,1,1
53,13,0,1,0,1
53,14,0,1,0,1
53,15,0,1,1,0
53,16,0,0,0,0
53,17,0,0,0,0
53,18,0,0,1,0
53,19,0,0,0,0
54,0,0,1,0,1
54,1,0,1,0,1
54,2,0,1,0,2
54,3,0,2,0,2
54,4,0,2,1,0
54,5,0,0,1,2
54,6,0,2,0,2
54,7,0,2,0,2
54,8,0,2,0,2
54,9,0,2,0,1
54,10,0,1,0,0
54,11,0,0,0,0
54,12,0,0,0,1
54,13,0,1,0,2
54,14,0,2,1,0
54,15,0,0,0,0
54,16,0,0,0,0
54,17,0,0,0,0
54,18,0,0,0,1
54,19,0,1,0,1
55,0,0,1,1,0
55,1,0,0,1,0
55,2,0,0,0,1
55,3,0,1,0,1
55,4,0,1,1,0
55,5,0,0,0,0
55,6,0,0,1,0
55,7,0,0,0,0
55,8,0,0,0,0
55,9,0,0,0,1
55,10,0,1,0,1
55,11,0,1,0,1
55,12,0,1,0,1
55,13,0,1,0,1
55,14,0,1,1,1
55,15,0,1,1,0
55,16,0,0,0,0
55,17,0,0,0,0
55,18,0,0,0,0
55,19,0,0,0,0
56,0,0,0,0,0
56,1,0,0,1,0
56,2,0,0,0,0
56,3,0,0,0,0
56,4,0,0,1,0
56,5,0,0,0,1
56,6,0,1,0,1
56,7,0,1,0,1
56,8,0,1,1,0
56,9,0,0,0,0
56,10,0,0,0,2
56,11,0,2,1,0
56,12,0,0,1,0
56,13,0,0,1,0
56,14,0,0,0,1
56,15,0,1,1,0
56,16,0,0,0,1
56,17,0,1,0,1
56,18,0,1,0,1
56,19,0,1,0,1
57,0,0,2,1,2
57,1,0,2,1,2
57,2,0,2,0,2
57,3,0,2,1,1
57,4,0,1,1,0
57,5,0,0,0,0
57,6,0,0,1,0
57,7,0,0,0,0
57,8,0,0,1,0
57,9,0,0,0,0
57,10,0,0,0,0
57,11,0,0,0,0
57,12,0,0,0,0
57,13,0,0,0,0
57,14,0,0,0,1
57,15,0,1,1,1
57,16,0,1,0,1
57,17,0,1,0,1
57,18,0,1,0,0
57,19,0,0,0,1
58,0,0,1,0,1
58,1,0,1,0,1
58,2,0,1,1,0
